RuleID,Code,Category,Parameters,Description,CleanedDescription,Cluster,BaseRuleID,VersionGroup
DQRU0150,"(~<data>[[cde,<#>Column1<#>]].duplicated())&(<data>[<#>Column1<#>].str.strip().str.len()>0)&(~<data>[<#>Column1<#>].isnull())&(<data>[<#>Column1<#>].str.strip()!= '-')&(<data>[cde].str.strip().str.len()>0)&(~<data>[cde].isnull())&(<data>[cde].str.strip()!= '-')",Completeness,"['Column1', 'Column1', 'Column1', 'Column1']","Validates that <cde> and <#>Column1<#> are both non-null, have non-zero lengths after stripping whitespace, do not equal '-', and do not have duplicate values as a pair.","Validates that <cde> and  are both non-null, have non-zero lengths after stripping whitespace, do not equal '-', and do not have duplicate values as a pair.",0,DQRU0150,91
DQRU0161,"ExecutionRules.fonetica('',<data>,cde,<#>threshold<#>)",Other,['threshold'],Checks phonetic similarity between <cde> values and other data in <data> using a specified threshold (<#>threshold<#>).,Checks phonetic similarity between <cde> values and other data in <data> using a specified threshold ().,0,DQRU0161,92
DQRU0211,"<data>.apply(lambda x:(x[<#>Column1<#>]!=True ), axis=1)",Other,['Column1'],Ensures that the value in <#>Column1<#> is not True.,Ensures that the value in  is not True.,0,DQRU0211,93
DQRV0002,<data>[cde].astype(float) <#>Operator<#> float(<#>compare<#>),Other,"['Operator', 'compare']",Validates that <cde> satisfies a numeric comparison (<#>Operator<#> and <#>compare<#>) after being converted to a float.,Validates that <cde> satisfies a numeric comparison ( and ) after being converted to a float.,0,DQRV0002,94
DQRV0002_01,(<data>[cde].astype(float) <#>Operator1<#> float(<#>compare1<#>))&(<data>[cde].astype(float) <#>Operator2<#> float(<#>compare2<#>)),Other,"['Operator1', 'compare1', 'Operator2', 'compare2']","Ensures that <cde> satisfies two numeric comparisons, defined by <#>Operator1<#>/<#>compare1<#> and <#>Operator2<#>/<#>compare2<#>.","Ensures that <cde> satisfies two numeric comparisons, defined by / and /.",0,DQRV0002,94
DQRV0002_02,(<data>[cde].astype(float) <#>Operator1<#> float(<#>compare1<#>)),Other,"['Operator1', 'compare1']",Similar to DQRV0002 but only validates one numeric comparison.,Similar to DQRV0002 but only validates one numeric comparison.,0,DQRV0002,94
DQRV0002_03,(<data>[cde] <#>Operator<#> <#>compare<#>),Other,"['Operator', 'compare']",Checks that <cde> satisfies a comparison (<#>Operator<#> and <#>compare<#>).,Checks that <cde> satisfies a comparison ( and ).,0,DQRV0002,94
DQRV0002_04,(~<data>[<#>Column1<#>].isin(<#>lista<#>)),Validity,"['Column1', 'lista']",Validates that <#>Column1<#> is not part of a specified list (<#>lista<#>).,Validates that  is not part of a specified list ().,0,DQRV0002,94
DQRV0002_2,<data>[cde] == <data>[<#>Column1<#>],Other,['Column1'],Ensures that <cde> equals the value in <#>Column1<#>.,Ensures that <cde> equals the value in .,0,DQRV0002,94
DQRV0009,<data>[cde].isin(<#>catalog<#>[<#>key<#>]),Validity,"['catalog', 'key']",Checks if <cde> is present in a catalog (<#>catalog<#>) for a specific key (<#>key<#>).,Checks if <cde> is present in a catalog () for a specific key ().,0,DQRV0009,95
DQRV0009_01,<data>[cde].isin(<#>catalog<#>[<#>key<#>]),Validity,"['catalog', 'key']","Similar to DQRV0009, ensures that <cde> exists in the specified catalog.","Similar to DQRV0009, ensures that <cde> exists in the specified catalog.",0,DQRV0009,95
DQRV0009_02,<data>[<#>Column1<#>].isin(<#>catalog<#>[<#>key<#>]),Validity,"['Column1', 'catalog', 'key']",Validates that <#>Column1<#> exists in the specified catalog (<#>catalog<#>).,Validates that  exists in the specified catalog ().,0,DQRV0009,95
DQRV0009_03,~<data>[<#>RecordID<#>].astype(float).isin(<#>catalog<#>[<#>key<#>].astype(float)),Validity,"['RecordID', 'catalog', 'key']",Ensures that <#>RecordID<#> (converted to float) is not present in a catalog (<#>catalog<#>) after being converted to float.,Ensures that  (converted to float) is not present in a catalog () after being converted to float.,-1,DQRV0009,95
DQRV0009_04,"<data>.apply(lambda x: x[cde] in <#>catalog<#>[<#>key<#>].values if x[<#>Column1<#>] in <#>Lista<#> else True, axis=1)",Validity,"['catalog', 'key', 'Column1', 'Lista']","Checks if <cde> is present in a catalog for a specific key, but only when <#>Column1<#> is in a specified list (<#>Lista<#>).","Checks if <cde> is present in a catalog for a specific key, but only when  is in a specified list ().",0,DQRV0009,95
DQRV0009_05,"<data>.apply(lambda x: x[cde] in(<#>catalog<#>[<#>key<#>].values) if (str(x[<#>Column1<#>]) not in (<#>Lista1<#>)) or (x[<#>Column2<#>] in (<#>Lista2<#>)) else True, axis=1)",Other,"['catalog', 'key', 'Column1', 'Lista1', 'Column2', 'Lista2']",Ensures that <cde> exists in a catalog if <#>Column1<#> is not in a list (<#>Lista1<#>) or <#>Column2<#> is in another list (<#>Lista2<#>).,Ensures that <cde> exists in a catalog if  is not in a list () or  is in another list ().,0,DQRV0009,95
DQRV0009_06,((<data>[cde].isin(<#>catalog<#>[<#>key<#>]) & ( (~<data>[<#>Column1<#>].isin( <#>Lista1<#>)),Validity,"['catalog', 'key', 'Column1', 'Lista1']",Combines conditions to ensure <cde> exists in a catalog and <#>Column1<#> is not in a specified list (<#>Lista1<#>).,Combines conditions to ensure <cde> exists in a catalog and  is not in a specified list ().,0,DQRV0009,95
DQRV0009_07,"<data>[[cde, <#>Column2<#>]].merge(<#>catalog<#>[[<#>key<#>,<#>Column1<#>]], left_on=cde, right_on=<#>key<#>, how='left').apply(lambda x: <#>ValsDict<#>[x[<#>Column1<#>]] == x[<#>Column2<#>], axis=1)",Other,"['Column2', 'catalog', 'key', 'Column1', 'key', 'ValsDict', 'Column1', 'Column2']",Merges <data> with a catalog and validates that the mapped value from the catalog for <#>Column1<#> matches <#>Column2<#>.,Merges <data> with a catalog and validates that the mapped value from the catalog for  matches .,0,DQRV0009,95
DQRV0009_08,"<data>[[cde, <#>Column2<#>]].merge(<#>catalog<#>[[<#>key<#>,<#>Column1<#>]], left_on=cde, right_on=<#>key<#>, how='left').apply(lambda x: {<#>Col1Val1<#>:<#>Col2Val1<#>, <#>Col1Val2<#>:<#>Col2Val2<#>, <#>Col1Val3<#>:<#>Col2Val3<#>}[x[<#>Column1<#>]] == x[<#>Column2<#>], axis=1)",Other,"['Column2', 'catalog', 'key', 'Column1', 'key', 'Col1Val1', 'Col2Val1', 'Col1Val2', 'Col2Val2', 'Col1Val3', 'Col2Val3', 'Column1', 'Column2']",Similar to DQRV0009_07 but validates the mapping using a dictionary of expected values for <#>Column1<#> and <#>Column2<#>.,Similar to DQRV0009_07 but validates the mapping using a dictionary of expected values for  and .,0,DQRV0009,95
DQRV0014,"^[0-9]{1,14}.[0-9]{2}$",Other,[],Ensures that <cde> matches a numeric format with up to 14 digits before the decimal and exactly 2 digits after.,Ensures that <cde> matches a numeric format with up to 14 digits before the decimal and exactly 2 digits after.,0,DQRV0014,96
DQRV0016,cde = compare,Other,[],Validates that <cde> equals the value of compare.,Validates that <cde> equals the value of compare.,0,DQRV0016,97
DQRV0019,"<data>.apply(lambda x: ExecutionRules.checkValid_Date('',str(x[cde]),<#>frmtDte<#>),axis=1)",Other,['frmtDte'],Checks if <cde> is a valid date in the format <#>frmtDte<#> using a date validation function.,Checks if <cde> is a valid date in the format  using a date validation function.,0,DQRV0019,98
DQRV0020,"<data>.apply(lambda x: rulesClass.compare_Date(x[cde],x[<#>Column1<#>],<#>frmtDte1<#>,<#>frmtDte2<#>),axis=1)",Other,"['Column1', 'frmtDte1', 'frmtDte2']","Compares <cde> with <#>Column1<#> as dates, using formats <#>frmtDte1<#> and <#>frmtDte2<#>.","Compares <cde> with  as dates, using formats  and .",0,DQRV0020,99
DQRV0022,"cde isin ['A','B','C','D']",Other,[],"Ensures that <cde> is one of the specified values: 'A', 'B', 'C', or 'D'.","Ensures that <cde> is one of the specified values: 'A', 'B', 'C', or 'D'.",0,DQRV0022,100
DQRV0023,<data>[cde].isin(<#>Lista<#>),Validity,['Lista'],Checks if <cde> is part of a specified list (<#>Lista<#>).,Checks if <cde> is part of a specified list ().,0,DQRV0023,101
DQRV0023_1,<data>[<#>Column1<#>].isin(<#>Lista<#>),Validity,"['Column1', 'Lista']",Validates that <#>Column1<#> is part of a specified list (<#>Lista<#>).,Validates that  is part of a specified list ().,0,DQRV0023,101
DQRV0023_2,~<data>[cde].isin(<#>Lista<#>),Validity,['Lista'],Ensures that <cde> is not part of a specified list (<#>Lista<#>).,Ensures that <cde> is not part of a specified list ().,0,DQRV0023,101
DQRV0024,(( (<data>[cde] == <#>TipoPersona<#>) & (<data>[<#>Column1<#>].str[:1] != <#>char<#>)),Other,"['TipoPersona', 'Column1', 'char']","Ensures that if <cde> equals <#>TipoPersona<#>, the first character of <#>Column1<#> does not equal <#>char<#>.","Ensures that if <cde> equals , the first character of  does not equal .",0,DQRV0024,102
DQRV0032,cde contain specific characters,Other,[],Validates that <cde> contains specific characters as defined by the business logic.,Validates that <cde> contains specific characters as defined by the business logic.,0,DQRV0032,103
